0.1;7
0.2;14
0.3;21
0.4;28
0.5;35
0.6;42
0.7;49
0.8;56
0.9;63
1.0;70
1.1;77
1.2;84
1.3;91
1.4;98
1.5;105
1.6;112
1.7;119
1.8;126
1.9;133
2.0;140
2.1;147
2.2;154
2.3;161
2.4;168
2.5;175
2.6;182
2.7;189
2.8;196
2.9;203
3.0;210
3.1;217
3.2;224
3.3;231
3.4;238
3.5;245
3.6;252
3.7;259
3.8;266
3.9;273
4.0;281
4.1;288
4.2;295
4.3;302
4.4;309
4.5;317
4.6;324
4.7;331
4.8;338
4.9;345
5.0;353
5.1;360
5.2;367
5.3;375
5.4;382
5.5;389
5.6;396
5.7;403
5.8;411
5.9;418
6.0;425
6.1;432
6.2;439
6.3;446
6.4;453
6.5;461
6.6;468
6.7;475
6.8;482
6.9;489
7.0;497
7.1;504
7.2;511
7.3;519
7.4;526
7.5;533
7.6;540
7.7;547
7.8;555
7.9;562
8.0;569
8.1;576
8.2;583
8.3;591
8.4;598
8.5;605
8.6;612
8.7;619
8.8;627
8.9;634
9.0;642
9.1;649
9.2;657
9.3;664
9.4;671
9.5;679
9.6;686
9.7;693
9.8;700
9.9;708
10.0;715
10.1;722
10.2;730
10.3;737
10.4;744
10.5;752
10.6;759
10.7;766
10.8;773
10.9;781
11.0;788
11.1;795
11.2;803
11.3;810
11.4;817
11.5;825
11.6;832
11.7;839
11.8;846
11.9;854
12.0;861
12.1;868
12.2;876
12.3;883
12.4;890
12.5;898
12.6;905
12.7;912
12.8;919
12.9;927
13.0;934
13.1;941
13.2;949
13.3;956
13.4;963
13.5;971
13.6;978
13.7;985
13.8;992
13.9;1000
14.0;1008
14.1;1015
14.2;1023
14.3;1030
14.4;1037
14.5;1045
14.6;1052
14.7;1059
14.8;1066
14.9;1074
15.0;1082
15.1;1089
15.2;1097
15.3;1104
15.4;1111
15.5;1119
15.6;1126
15.7;1133
15.8;1140
15.9;1148
16.0;1156
16.1;1163
16.2;1171
16.3;1178
16.4;1185
16.5;1193
16.6;1200
16.7;1207
16.8;1215
16.9;1222
17.0;1230
17.1;1237
17.2;1244
17.3;1252
17.4;1259
17.5;1267
17.6;1274
17.7;1282
17.8;1289
17.9;1297
18.0;1304
18.1;1312
18.2;1319
18.3;1327
18.4;1334
18.5;1342
18.6;1349
18.7;1357
18.8;1364
18.9;1372
19.0;1379
19.1;1387
19.2;1394
19.3;1402
19.4;1410
19.5;1417
19.6;1425
19.7;1432
19.8;1440
19.9;1448
20.0;1455
20.1;1463
20.2;1471
20.3;1478
20.4;1486
20.5;1494
20.6;1501
20.7;1509
20.8;1517
20.9;1524
21.0;1532
21.1;1540
21.2;1548
21.3;1555
21.4;1563
21.5;1571
21.6;1579
21.7;1586
21.8;1594
21.9;1602
22.0;1610
22.1;1618
22.2;1625
22.3;1633
22.4;1641
22.5;1649
22.6;1657
22.7;1665
22.8;1672
22.9;1680
23.0;1688
23.1;1696
23.2;1704
23.3;1712
23.4;1720
23.5;1728
23.6;1736
23.7;1744
23.8;1752
23.9;1760
24.0;1768
24.1;1776
24.2;1784
24.3;1792
24.4;1800
24.5;1808
24.6;1816
24.7;1824
24.8;1832
24.9;1840
25.0;1848
25.1;1856
25.2;1864
25.3;1872
25.4;1880
25.5;1888
25.6;1896
25.7;1905
25.8;1913
25.9;1921
26.0;1929
26.1;1937
26.2;1945
26.3;1954
26.4;1962
26.5;1970
26.6;1978
26.7;1986
26.8;1995
26.9;2003
27.0;2011
27.1;2019
27.2;2028
27.3;2036
27.4;2044
27.5;2052
27.6;2061
27.7;2069
27.8;2077
27.9;2086
28.0;2094
28.1;2102
28.2;2111
28.3;2119
28.4;2128
28.5;2136
28.6;2144
28.7;2153
28.8;2161
28.9;2170
29.0;2178
29.1;2186
29.2;2195
29.3;2203
29.4;2212
29.5;2220
29.6;2229
29.7;2237
29.8;2246
29.9;2254
30.0;2263
30.1;2271
30.2;2280
30.3;2289
30.4;2297
30.5;2306
30.6;2314
30.7;2323
30.8;2332
30.9;2340
31.0;2349
31.1;2357
31.2;2366
31.3;2375
31.4;2383
31.5;2392
31.6;2401
31.7;2410
31.8;2418
31.9;2427
32.0;2436
32.1;2445
32.2;2453
32.3;2462
32.4;2471
32.5;2480
32.6;2489
32.7;2497
32.8;2506
32.9;2515
33.0;2524
33.1;2533
33.2;2542
33.3;2551
33.4;2559
33.5;2568
33.6;2577
33.7;2586
33.8;2595
33.9;2604
34.0;2613
34.1;2622
34.2;2631
34.3;2640
34.4;2649
34.5;2658
34.6;2667
34.7;2676
34.8;2685
34.9;2695
35.0;2704
35.1;2713
35.2;2722
35.3;2731
35.4;2740
35.5;2749
35.6;2759
35.7;2768
35.8;2777
35.9;2786
36.0;2795
36.1;2805
36.2;2814
36.3;2823
36.4;2833
36.5;2842
36.6;2851
36.7;2861
36.8;2870
36.9;2879
37.0;2889
37.1;2898
37.2;2907
37.3;2917
37.4;2926
37.5;2936
37.6;2945
37.7;2955
37.8;2964
37.9;2974
38.0;2983
38.1;2993
38.2;3002
38.3;3012
38.4;3022
38.5;3031
38.6;3041
38.7;3050
